State,state_code,deaths,Pop,Age_grp,Year_grp,age,year,cohort,censor
Michigan,26,544,3769859,45-49,2007-2011,47,2009,1962,0
Minnesota,27,183,2042274,45-49,2007-2011,47,2009,1962,0
Mississippi,28,92,1043198,45-49,2007-2011,47,2009,1962,0
Missouri,29,392,2227085,45-49,2007-2011,47,2009,1962,0
Montana,30,58,361940,45-49,2007-2011,47,2009,1962,0
Nebraska,31,42,648151,45-49,2007-2011,47,2009,1962,0
Nevada,32,375,956354,45-49,2007-2011,47,2009,1962,0
New Hampshire,33,103,568347,45-49,2007-2011,47,2009,1962,0
New Jersey,34,236,3513601,45-49,2007-2011,47,2009,1962,0
New Mexico,35,175,723581,45-49,2007-2011,47,2009,1962,0
New York,36,970,7295750,45-49,2007-2011,47,2009,1962,0
North Carolina,37,660,3453741,45-49,2007-2011,47,2009,1962,0
North Dakota,38,14,235056,45-49,2007-2011,47,2009,1962,0
Ohio,39,789,4324149,45-49,2007-2011,47,2009,1962,0
Oklahoma,40,406,1307221,45-49,2007-2011,47,2009,1962,0
Oregon,41,277,1325448,45-49,2007-2011,47,2009,1962,0
Pennsylvania,42,439,4812666,45-49,2007-2011,47,2009,1962,0
Rhode Island,44,104,408622,45-49,2007-2011,47,2009,1962,0
South Carolina,45,212,1648375,45-49,2007-2011,47,2009,1962,0
South Dakota,46,23,288770,45-49,2007-2011,47,2009,1962,0
Tennessee,47,469,2319701,45-49,2007-2011,47,2009,1962,0
Texas,48,749,8719088,45-49,2007-2011,47,2009,1962,0
Utah,49,239,772374,45-49,2007-2011,47,2009,1962,0
Vermont,50,31,252515,45-49,2007-2011,47,2009,1962,0
Virginia,51,391,3073446,45-49,2007-2011,47,2009,1962,0
Washington,53,582,2464325,45-49,2007-2011,47,2009,1962,0
West Virginia,54,319,669730,45-49,2007-2011,47,2009,1962,0
Wisconsin,55,297,2199563,45-49,2007-2011,47,2009,1962,0
Wyoming,56,27,199994,45-49,2007-2011,47,2009,1962,0
Alabama,1,101,1713261,50-54,2007-2011,52,2009,1957,0
Alaska,2,59,280123,50-54,2007-2011,52,2009,1957,0
Arizona,4,452,2034523,50-54,2007-2011,52,2009,1957,0
Arkansas,5,91,996314,50-54,2007-2011,52,2009,1957,0
California,6,1665,12574280,50-54,2007-2011,52,2009,1957,0
Colorado,8,273,1824613,50-54,2007-2011,52,2009,1957,0
Connecticut,9,138,1390678,50-54,2007-2011,52,2009,1957,0
Delaware,10,59,322196,50-54,2007-2011,52,2009,1957,0
District of Columbia,11,47,184433,50-54,2007-2011,52,2009,1957,0
Florida,12,1073,6566008,50-54,2007-2011,52,2009,1957,0
Georgia,13,310,3269292,50-54,2007-2011,52,2009,1957,0
Hawaii,15,66,485729,50-54,2007-2011,52,2009,1957,0
Idaho,16,47,520245,50-54,2007-2011,52,2009,1957,0
Illinois,17,523,4577136,50-54,2007-2011,52,2009,1957,0
Indiana,18,189,2332110,50-54,2007-2011,52,2009,1957,0
Iowa,19,93,1105791,50-54,2007-2011,52,2009,1957,0
Kansas,20,90,1013951,50-54,2007-2011,52,2009,1957,0
Kentucky,21,307,1577914,50-54,2007-2011,52,2009,1957,0
Louisiana,22,100,1620851,50-54,2007-2011,52,2009,1957,0
Maine,23,59,549901,50-54,2007-2011,52,2009,1957,0
Maryland,24,383,2158370,50-54,2007-2011,52,2009,1957,0
Massachusetts,25,426,2436832,50-54,2007-2011,52,2009,1957,0
Michigan,26,495,3790413,50-54,2007-2011,52,2009,1957,0
Minnesota,27,177,1972545,50-54,2007-2011,52,2009,1957,0
Mississippi,28,61,1032080,50-54,2007-2011,52,2009,1957,0
Missouri,29,318,2179432,50-54,2007-2011,52,2009,1957,0
Montana,30,52,391634,50-54,2007-2011,52,2009,1957,0
Nebraska,31,36,642959,50-54,2007-2011,52,2009,1957,0
Nevada,32,349,900409,50-54,2007-2011,52,2009,1957,0
New Hampshire,33,85,550065,50-54,2007-2011,52,2009,1957,0
New Jersey,34,186,3295768,50-54,2007-2011,52,2009,1957,0
New Mexico,35,175,725369,50-54,2007-2011,52,2009,1957,0
New York,36,852,6972177,50-54,2007-2011,52,2009,1957,0
North Carolina,37,521,3287149,50-54,2007-2011,52,2009,1957,0
North Dakota,38,10,248735,50-54,2007-2011,52,2009,1957,0
Ohio,39,682,4379729,50-54,2007-2011,52,2009,1957,0
Oklahoma,40,367,1302414,50-54,2007-2011,52,2009,1957,0
Oregon,41,265,1388121,50-54,2007-2011,52,2009,1957,0
Pennsylvania,42,382,4854875,50-54,2007-2011,52,2009,1957,0
Rhode Island,44,92,399677,50-54,2007-2011,52,2009,1957,0
South Carolina,45,176,1611224,50-54,2007-2011,52,2009,1957,0
South Dakota,46,16,293690,50-54,2007-2011,52,2009,1957,0
Tennessee,47,387,2263729,50-54,2007-2011,52,2009,1957,0
Texas,48,736,8174527,50-54,2007-2011,52,2009,1957,0
Utah,49,227,747473,50-54,2007-2011,52,2009,1957,0
Vermont,50,39,260802,50-54,2007-2011,52,2009,1957,0
Virginia,51,286,2908335,50-54,2007-2011,52,2009,1957,0
Washington,53,517,2454038,50-54,2007-2011,52,2009,1957,0
West Virginia,54,231,713989,50-54,2007-2011,52,2009,1957,0
Wisconsin,55,276,2147774,50-54,2007-2011,52,2009,1957,0
Wyoming,56,25,219135,50-54,2007-2011,52,2009,1957,0
Alabama,1,40,1539284,55-59,2007-2011,57,2009,1952,0
Alaska,2,30,241252,55-59,2007-2011,57,2009,1952,0
Arizona,4,267,1849027,55-59,2007-2011,57,2009,1952,0
Arkansas,5,58,909798,55-59,2007-2011,57,2009,1952,0
California,6,1226,10779712,55-59,2007-2011,57,2009,1952,0
Colorado,8,181,1601147,55-59,2007-2011,57,2009,1952,0
Connecticut,9,58,1175302,55-59,2007-2011,57,2009,1952,0
Delaware,10,33,284429,55-59,2007-2011,57,2009,1952,0
District of Columbia,11,39,171660,55-59,2007-2011,57,2009,1952,0
Florida,12,694,5932605,55-59,2007-2011,57,2009,1952,0
Georgia,13,184,2818324,55-59,2007-2011,57,2009,1952,0
Hawaii,15,43,459536,55-59,2007-2011,57,2009,1952,0
Idaho,16,36,474017,55-59,2007-2011,57,2009,1952,0
Illinois,17,289,3960899,55-59,2007-2011,57,2009,1952,0
Indiana,18,98,2052442,55-59,2007-2011,57,2009,1952,0
Iowa,19,62,998916,55-59,2007-2011,57,2009,1952,0
Kansas,20,47,889580,55-59,2007-2011,57,2009,1952,0
Kentucky,21,146,1419698,55-59,2007-2011,57,2009,1952,0
Louisiana,22,41,1428373,55-59,2007-2011,57,2009,1952,0
Maine,23,27,504844,55-59,2007-2011,57,2009,1952,0
Maryland,24,228,1855602,55-59,2007-2011,57,2009,1952,0
Massachusetts,25,223,2123536,55-59,2007-2011,57,2009,1952,0
Michigan,26,298,3354639,55-59,2007-2011,57,2009,1952,0
Minnesota,27,126,1700563,55-59,2007-2011,57,2009,1952,0
Mississippi,28,35,916779,55-59,2007-2011,57,2009,1952,0
Missouri,29,179,1911580,55-59,2007-2011,57,2009,1952,0
Montana,30,21,370121,55-59,2007-2011,57,2009,1952,0
Nebraska,31,23,575990,55-59,2007-2011,57,2009,1952,0
Nevada,32,257,813324,55-59,2007-2011,57,2009,1952,0
New Hampshire,33,51,472263,55-59,2007-2011,57,2009,1952,0
New Jersey,34,106,2777383,55-59,2007-2011,57,2009,1952,0
New Mexico,35,114,672230,55-59,2007-2011,57,2009,1952,0
New York,36,525,6114814,55-59,2007-2011,57,2009,1952,0
North Carolina,37,274,2956816,55-59,2007-2011,57,2009,1952,0
North Dakota,38,10,221727,55-59,2007-2011,57,2009,1952,0
Ohio,39,405,3868668,55-59,2007-2011,57,2009,1952,0
Oklahoma,40,235,1155877,55-59,2007-2011,57,2009,1952,0
Oregon,41,207,1342173,55-59,2007-2011,57,2009,1952,0
Pennsylvania,42,218,4306709,55-59,2007-2011,57,2009,1952,0
Rhode Island,44,66,345948,55-59,2007-2011,57,2009,1952,0
South Carolina,45,91,1495823,55-59,2007-2011,57,2009,1952,0
South Dakota,46,14,264325,55-59,2007-2011,57,2009,1952,0
Tennessee,47,215,2046084,55-59,2007-2011,57,2009,1952,0
Texas,48,459,6922472,55-59,2007-2011,57,2009,1952,0
Utah,49,126,644447,55-59,2007-2011,57,2009,1952,0
Vermont,50,28,239272,55-59,2007-2011,57,2009,1952,0
Virginia,51,138,2521288,55-59,2007-2011,57,2009,1952,0
Washington,53,407,2214923,55-59,2007-2011,57,2009,1952,0
West Virginia,54,135,691102,55-59,2007-2011,57,2009,1952,0
Wisconsin,55,184,1884555,55-59,2007-2011,57,2009,1952,0
Wyoming,56,18,198418,55-59,2007-2011,57,2009,1952,0
Alabama,1,23,1330275,60-64,2007-2011,62,2009,1947,0
Alaska,2,12,170263,60-64,2007-2011,62,2009,1947,0
Arizona,4,133,1680905,60-64,2007-2011,62,2009,1947,0
Arkansas,5,22,811676,60-64,2007-2011,62,2009,1947,0
California,6,661,8749395,60-64,2007-2011,62,2009,1947,0
Colorado,8,73,1275411,60-64,2007-2011,62,2009,1947,0
Connecticut,9,29,984601,60-64,2007-2011,62,2009,1947,0
Delaware,10,10,256390,60-64,2007-2011,62,2009,1947,-1
District of Columbia,11,10,144341,60-64,2007-2011,62,2009,1947,-1
Florida,12,283,5502962,60-64,2007-2011,62,2009,1947,0
Georgia,13,79,2364426,60-64,2007-2011,62,2009,1947,0
Hawaii,15,29,391540,60-64,2007-2011,62,2009,1947,0
Idaho,16,15,399888,60-64,2007-2011,62,2009,1947,0
Illinois,17,114,3201473,60-64,2007-2011,62,2009,1947,0
Indiana,18,56,1685961,60-64,2007-2011,62,2009,1947,0
Iowa,19,17,809320,60-64,2007-2011,62,2009,1947,0
Kansas,20,25,714766,60-64,2007-2011,62,2009,1947,0
Kentucky,21,61,1206106,60-64,2007-2011,62,2009,1947,0
Louisiana,22,28,1168598,60-64,2007-2011,62,2009,1947,0
Maine,23,16,429890,60-64,2007-2011,62,2009,1947,0
Maryland,24,72,1530463,60-64,2007-2011,62,2009,1947,0
Massachusetts,25,90,1782286,60-64,2007-2011,62,2009,1947,0
Michigan,26,105,2740581,60-64,2007-2011,62,2009,1947,0
Minnesota,27,41,1341551,60-64,2007-2011,62,2009,1947,0
Mississippi,28,27,774957,60-64,2007-2011,62,2009,1947,0
Missouri,29,83,1611105,60-64,2007-2011,62,2009,1947,0
Montana,30,11,300500,60-64,2007-2011,62,2009,1947,0
Nebraska,31,10,457176,60-64,2007-2011,62,2009,1947,-1
Nevada,32,145,727725,60-64,2007-2011,62,2009,1947,0
New Hampshire,33,24,392269,60-64,2007-2011,62,2009,1947,0
New Jersey,34,45,2323017,60-64,2007-2011,62,2009,1947,0
New Mexico,35,45,571137,60-64,2007-2011,62,2009,1947,0
New York,36,250,5134354,60-64,2007-2011,62,2009,1947,0
North Carolina,37,118,2579463,60-64,2007-2011,62,2009,1947,0
North Dakota,38,10,171720,60-64,2007-2011,62,2009,1947,-1
Ohio,39,135,3182513,60-64,2007-2011,62,2009,1947,0
Oklahoma,40,85,993967,60-64,2007-2011,62,2009,1947,0
Oregon,41,79,1126711,60-64,2007-2011,62,2009,1947,0
Pennsylvania,42,83,3579631,60-64,2007-2011,62,2009,1947,0
Rhode Island,44,30,289130,60-64,2007-2011,62,2009,1947,0
South Carolina,45,56,1345208,60-64,2007-2011,62,2009,1947,0
South Dakota,46,10,209347,60-64,2007-2011,62,2009,1947,-1
Tennessee,47,99,1782721,60-64,2007-2011,62,2009,1947,0
Texas,48,183,5618154,60-64,2007-2011,62,2009,1947,0
Utah,49,58,513319,60-64,2007-2011,62,2009,1947,0
Vermont,50,12,197844,60-64,2007-2011,62,2009,1947,0
Virginia,51,56,2127912,60-64,2007-2011,62,2009,1947,0
Washington,53,162,1826694,60-64,2007-2011,62,2009,1947,0
West Virginia,54,50,597380,60-64,2007-2011,62,2009,1947,0
Wisconsin,55,66,1503109,60-64,2007-2011,62,2009,1947,0
Wyoming,56,13,155539,60-64,2007-2011,62,2009,1947,0
Alabama,1,15,1602540,15-19,2012-2016,17,2014,1997,0
Alaska,2,10,244852,15-19,2012-2016,17,2014,1997,-1
Arizona,4,78,2280791,15-19,2012-2016,17,2014,1997,0
Arkansas,5,18,983557,15-19,2012-2016,17,2014,1997,0
California,6,160,13175682,15-19,2012-2016,17,2014,1997,0
Colorado,8,55,1725461,15-19,2012-2016,17,2014,1997,0
Connecticut,9,32,1259484,15-19,2012-2016,17,2014,1997,0
Delaware,10,10,301861,15-19,2012-2016,17,2014,1997,-1
District of Columbia,11,10,187821,15-19,2012-2016,17,2014,1997,-1
Florida,12,100,5891074,15-19,2012-2016,17,2014,1997,0
Georgia,13,54,3513709,15-19,2012-2016,17,2014,1997,0
Hawaii,15,10,400688,15-19,2012-2016,17,2014,1997,-1
Idaho,16,10,578107,15-19,2012-2016,17,2014,1997,-1
Illinois,17,137,4327863,15-19,2012-2016,17,2014,1997,0
Indiana,18,52,2283954,15-19,2012-2016,17,2014,1997,0
Iowa,19,19,1068030,15-19,2012-2016,17,2014,1997,0
Kansas,20,17,1003572,15-19,2012-2016,17,2014,1997,0
Kentucky,21,51,1422857,15-19,2012-2016,17,2014,1997,0
Louisiana,22,11,1513184,15-19,2012-2016,17,2014,1997,0
Maine,23,12,410688,15-19,2012-2016,17,2014,1997,0
Maryland,24,65,1944283,15-19,2012-2016,17,2014,1997,0
Massachusetts,25,64,2290424,15-19,2012-2016,17,2014,1997,0
Michigan,26,91,3397765,15-19,2012-2016,17,2014,1997,0
Minnesota,27,42,1789833,15-19,2012-2016,17,2014,1997,0
Mississippi,28,10,1042385,15-19,2012-2016,17,2014,1997,-1
Missouri,29,75,1990177,15-19,2012-2016,17,2014,1997,0
Montana,30,10,320673,15-19,2012-2016,17,2014,1997,-1
Nebraska,31,10,642054,15-19,2012-2016,17,2014,1997,-1
Nevada,32,44,885929,15-19,2012-2016,17,2014,1997,0
New Hampshire,33,17,446925,15-19,2012-2016,17,2014,1997,0
New Jersey,34,90,2892103,15-19,2012-2016,17,2014,1997,0
New Mexico,35,22,697324,15-19,2012-2016,17,2014,1997,0
New York,36,160,6337809,15-19,2012-2016,17,2014,1997,0
North Carolina,37,76,3285706,15-19,2012-2016,17,2014,1997,0
North Dakota,38,10,243421,15-19,2012-2016,17,2014,1997,-1
Ohio,39,129,3879465,15-19,2012-2016,17,2014,1997,0
Oklahoma,40,29,1292558,15-19,2012-2016,17,2014,1997,0
Oregon,41,16,1228599,15-19,2012-2016,17,2014,1997,0
Pennsylvania,42,121,4202727,15-19,2012-2016,17,2014,1997,0
Rhode Island,44,12,372603,15-19,2012-2016,17,2014,1997,0
South Carolina,45,22,1570336,15-19,2012-2016,17,2014,1997,0
South Dakota,46,10,286100,15-19,2012-2016,17,2014,1997,-1
Tennessee,47,62,2103005,15-19,2012-2016,17,2014,1997,0
Texas,48,166,9582908,15-19,2012-2016,17,2014,1997,0
Utah,49,34,1141302,15-19,2012-2016,17,2014,1997,0
Vermont,50,10,219993,15-19,2012-2016,17,2014,1997,-1
Virginia,51,59,2695195,15-19,2012-2016,17,2014,1997,0
Washington,53,51,2205556,15-19,2012-2016,17,2014,1997,0
West Virginia,54,19,556677,15-19,2012-2016,17,2014,1997,0
Wisconsin,55,54,1920585,15-19,2012-2016,17,2014,1997,0
Wyoming,56,10,186020,15-19,2012-2016,17,2014,1997,-1
Alabama,1,110,1738511,20-24,2012-2016,22,2014,1992,0
Alaska,2,47,305609,20-24,2012-2016,22,2014,1992,0
Arizona,4,301,2420224,20-24,2012-2016,22,2014,1992,0
Arkansas,5,73,1039666,20-24,2012-2016,22,2014,1992,0
California,6,755,14472882,20-24,2012-2016,22,2014,1992,0
Colorado,8,214,1903724,20-24,2012-2016,22,2014,1992,0
Connecticut,9,205,1203760,20-24,2012-2016,22,2014,1992,0
Delaware,10,43,319712,20-24,2012-2016,22,2014,1992,0
District of Columbia,11,10,296184,20-24,2012-2016,22,2014,1992,-1
Florida,12,562,6517039,20-24,2012-2016,22,2014,1992,0
Georgia,13,296,3667173,20-24,2012-2016,22,2014,1992,0
Hawaii,15,25,516892,20-24,2012-2016,22,2014,1992,0
Idaho,16,35,559866,20-24,2012-2016,22,2014,1992,0
Illinois,17,631,4493819,20-24,2012-2016,22,2014,1992,0
Indiana,18,250,2404839,20-24,2012-2016,22,2014,1992,0
Iowa,19,80,1141033,20-24,2012-2016,22,2014,1992,0
Kansas,20,63,1091699,20-24,2012-2016,22,2014,1992,0
Kentucky,21,242,1557372,20-24,2012-2016,22,2014,1992,0
Louisiana,22,116,1722683,20-24,2012-2016,22,2014,1992,0
Maine,23,58,392570,20-24,2012-2016,22,2014,1992,0
Maryland,24,393,2002943,20-24,2012-2016,22,2014,1992,0
Massachusetts,25,490,2444418,20-24,2012-2016,22,2014,1992,0
Michigan,26,452,3597256,20-24,2012-2016,22,2014,1992,0
Minnesota,27,165,1815260,20-24,2012-2016,22,2014,1992,0
Mississippi,28,42,1112205,20-24,2012-2016,22,2014,1992,0
Missouri,29,311,2149844,20-24,2012-2016,22,2014,1992,0
Montana,30,15,367963,20-24,2012-2016,22,2014,1992,0
Nebraska,31,18,684730,20-24,2012-2016,22,2014,1992,0
Nevada,32,142,941546,20-24,2012-2016,22,2014,1992,0
New Hampshire,33,141,446221,20-24,2012-2016,22,2014,1992,0
New Jersey,34,437,2839833,20-24,2012-2016,22,2014,1992,0
New Mexico,35,142,751709,20-24,2012-2016,22,2014,1992,0
New York,36,980,7140682,20-24,2012-2016,22,2014,1992,0
North Carolina,37,431,3542578,20-24,2012-2016,22,2014,1992,0
North Dakota,38,14,346052,20-24,2012-2016,22,2014,1992,0
Ohio,39,890,3923557,20-24,2012-2016,22,2014,1992,0
Oklahoma,40,153,1431306,20-24,2012-2016,22,2014,1992,0
Oregon,41,132,1337273,20-24,2012-2016,22,2014,1992,0
Pennsylvania,42,668,4332264,20-24,2012-2016,22,2014,1992,0
Rhode Island,44,68,406430,20-24,2012-2016,22,2014,1992,0
South Carolina,45,144,1742443,20-24,2012-2016,22,2014,1992,0
South Dakota,46,14,304468,20-24,2012-2016,22,2014,1992,0
Tennessee,47,244,2301677,20-24,2012-2016,22,2014,1992,0
Texas,48,644,9925012,20-24,2012-2016,22,2014,1992,0
Utah,49,178,1239408,20-24,2012-2016,22,2014,1992,0
Vermont,50,25,230264,20-24,2012-2016,22,2014,1992,0
Virginia,51,334,2988734,20-24,2012-2016,22,2014,1992,0
Washington,53,239,2465520,20-24,2012-2016,22,2014,1992,0
West Virginia,54,161,613216,20-24,2012-2016,22,2014,1992,0
Wisconsin,55,286,2010267,20-24,2012-2016,22,2014,1992,0
Wyoming,56,19,210820,20-24,2012-2016,22,2014,1992,0
Alabama,1,158,1595688,25-29,2012-2016,27,2014,1987,0
Alaska,2,60,308920,25-29,2012-2016,27,2014,1987,0
Arizona,4,342,2288330,25-29,2012-2016,27,2014,1987,0
Arkansas,5,88,976092,25-29,2012-2016,27,2014,1987,0
California,6,974,14621659,25-29,2012-2016,27,2014,1987,0
Colorado,8,301,2020192,25-29,2012-2016,27,2014,1987,0
Connecticut,9,365,1105555,25-29,2012-2016,27,2014,1987,0
Delaware,10,87,319271,25-29,2012-2016,27,2014,1987,0
District of Columbia,11,20,388301,25-29,2012-2016,27,2014,1987,0
Florida,12,1003,6515748,25-29,2012-2016,27,2014,1987,0
Georgia,13,460,3504511,25-29,2012-2016,27,2014,1987,0
Hawaii,15,21,538726,25-29,2012-2016,27,2014,1987,0
Idaho,16,42,537583,25-29,2012-2016,27,2014,1987,0
Illinois,17,853,4452940,25-29,2012-2016,27,2014,1987,0
Indiana,18,395,2123935,25-29,2012-2016,27,2014,1987,0
Iowa,19,80,962976,25-29,2012-2016,27,2014,1987,0
Kansas,20,97,962936,25-29,2012-2016,27,2014,1987,0
Kentucky,21,430,1423379,25-29,2012-2016,27,2014,1987,0
Louisiana,22,163,1705218,25-29,2012-2016,27,2014,1987,0
Maine,23,134,386866,25-29,2012-2016,27,2014,1987,0
Maryland,24,647,2085603,25-29,2012-2016,27,2014,1987,0
Massachusetts,25,918,2397194,25-29,2012-2016,27,2014,1987,0
Michigan,26,700,3082053,25-29,2012-2016,27,2014,1987,0
Minnesota,27,212,1829912,25-29,2012-2016,27,2014,1987,0
Mississippi,28,81,987837,25-29,2012-2016,27,2014,1987,0
Missouri,29,420,2018829,25-29,2012-2016,27,2014,1987,0
Montana,30,30,322142,25-29,2012-2016,27,2014,1987,0
Nebraska,31,35,621771,25-29,2012-2016,27,2014,1987,0
Nevada,32,182,1031797,25-29,2012-2016,27,2014,1987,0
New Hampshire,33,240,390875,25-29,2012-2016,27,2014,1987,0
New Jersey,34,618,2849408,25-29,2012-2016,27,2014,1987,0
New Mexico,35,177,710097,25-29,2012-2016,27,2014,1987,0
New York,36,1360,7344676,25-29,2012-2016,27,2014,1987,0
North Carolina,37,645,3285253,25-29,2012-2016,27,2014,1987,0
North Dakota,38,20,280746,25-29,2012-2016,27,2014,1987,0
Ohio,39,1506,3747477,25-29,2012-2016,27,2014,1987,0
Oklahoma,40,207,1341258,25-29,2012-2016,27,2014,1987,0
Oregon,41,172,1357331,25-29,2012-2016,27,2014,1987,0
Pennsylvania,42,1016,4218691,25-29,2012-2016,27,2014,1987,0
Rhode Island,44,119,360406,25-29,2012-2016,27,2014,1987,0
South Carolina,45,225,1616994,25-29,2012-2016,27,2014,1987,0
South Dakota,46,19,279867,25-29,2012-2016,27,2014,1987,0
Tennessee,47,461,2186418,25-29,2012-2016,27,2014,1987,0
Texas,48,777,9879053,25-29,2012-2016,27,2014,1987,0
Utah,49,277,1088846,25-29,2012-2016,27,2014,1987,0
Vermont,50,50,179014,25-29,2012-2016,27,2014,1987,0
Virginia,51,521,2947804,25-29,2012-2016,27,2014,1987,0
Washington,53,350,2590050,25-29,2012-2016,27,2014,1987,0
West Virginia,54,291,544735,25-29,2012-2016,27,2014,1987,0
Wisconsin,55,439,1798047,25-29,2012-2016,27,2014,1987,0
Wyoming,56,21,205890,25-29,2012-2016,27,2014,1987,0
Alabama,1,193,1539653,30-34,2012-2016,32,2014,1982,0
Alaska,2,52,276353,30-34,2012-2016,32,2014,1982,0
Arizona,4,375,2215847,30-34,2012-2016,32,2014,1982,0
Arkansas,5,96,960416,30-34,2012-2016,32,2014,1982,0
California,6,944,13929132,30-34,2012-2016,32,2014,1982,0
Colorado,8,333,1985832,30-34,2012-2016,32,2014,1982,0
Connecticut,9,321,1093471,30-34,2012-2016,32,2014,1982,0
Delaware,10,97,294169,30-34,2012-2016,32,2014,1982,0
District of Columbia,11,21,354752,30-34,2012-2016,32,2014,1982,0
Florida,12,1213,6171442,30-34,2012-2016,32,2014,1982,0
Georgia,13,472,3435230,30-34,2012-2016,32,2014,1982,0
Hawaii,15,30,501311,30-34,2012-2016,32,2014,1982,0
Idaho,16,46,539864,30-34,2012-2016,32,2014,1982,0
Illinois,17,939,4447546,30-34,2012-2016,32,2014,1982,0
Indiana,18,385,2110809,30-34,2012-2016,32,2014,1982,0
Iowa,19,89,995993,30-34,2012-2016,32,2014,1982,0
Kansas,20,91,971640,30-34,2012-2016,32,2014,1982,0
Kentucky,21,526,1417879,30-34,2012-2016,32,2014,1982,0
Louisiana,22,206,1637246,30-34,2012-2016,32,2014,1982,0
Maine,23,131,376003,30-34,2012-2016,32,2014,1982,0
Maryland,24,668,2034540,30-34,2012-2016,32,2014,1982,0
Massachusetts,25,1009,2233693,30-34,2012-2016,32,2014,1982,0
Michigan,26,827,2958218,30-34,2012-2016,32,2014,1982,0
Minnesota,27,218,1892739,30-34,2012-2016,32,2014,1982,0
Mississippi,28,90,969825,30-34,2012-2016,32,2014,1982,0
Missouri,29,527,1992087,30-34,2012-2016,32,2014,1982,0
Montana,30,27,324699,30-34,2012-2016,32,2014,1982,0
Nebraska,31,32,641837,30-34,2012-2016,32,2014,1982,0
Nevada,32,207,1010671,30-34,2012-2016,32,2014,1982,0
New Hampshire,33,216,380931,30-34,2012-2016,32,2014,1982,0
New Jersey,34,599,2890719,30-34,2012-2016,32,2014,1982,0
New Mexico,35,233,685122,30-34,2012-2016,32,2014,1982,0
New York,36,1350,6833891,30-34,2012-2016,32,2014,1982,0
North Carolina,37,704,3193017,30-34,2012-2016,32,2014,1982,0
North Dakota,38,19,256560,30-34,2012-2016,32,2014,1982,0
Ohio,39,1750,3603750,30-34,2012-2016,32,2014,1982,0
Oklahoma,40,257,1325519,30-34,2012-2016,32,2014,1982,0
Oregon,41,180,1387383,30-34,2012-2016,32,2014,1982,0
Pennsylvania,42,1049,3950609,30-34,2012-2016,32,2014,1982,0
Rhode Island,44,158,329475,30-34,2012-2016,32,2014,1982,0
South Carolina,45,240,1529197,30-34,2012-2016,32,2014,1982,0
South Dakota,46,26,278211,30-34,2012-2016,32,2014,1982,0
Tennessee,47,554,2126632,30-34,2012-2016,32,2014,1982,0
Texas,48,721,9740429,30-34,2012-2016,32,2014,1982,0
Utah,49,314,1127923,30-34,2012-2016,32,2014,1982,0
Vermont,50,60,180116,30-34,2012-2016,32,2014,1982,0
Virginia,51,579,2887267,30-34,2012-2016,32,2014,1982,0
Washington,53,360,2537012,30-34,2012-2016,32,2014,1982,0
West Virginia,54,423,551310,30-34,2012-2016,32,2014,1982,0
Wisconsin,55,418,1853536,30-34,2012-2016,32,2014,1982,0
Wyoming,56,29,204451,30-34,2012-2016,32,2014,1982,0
Alabama,1,172,1475884,35-39,2012-2016,37,2014,1977,0
Alaska,2,47,231720,35-39,2012-2016,37,2014,1977,0
Arizona,4,319,2085905,35-39,2012-2016,37,2014,1977,0
Arkansas,5,124,907698,35-39,2012-2016,37,2014,1977,0
California,6,829,12876440,35-39,2012-2016,37,2014,1977,0
Colorado,8,277,1819470,35-39,2012-2016,37,2014,1977,0
Connecticut,9,301,1047342,35-39,2012-2016,37,2014,1977,0
Delaware,10,77,269875,35-39,2012-2016,37,2014,1977,0
District of Columbia,11,25,255342,35-39,2012-2016,37,2014,1977,0
Florida,12,1099,5877854,35-39,2012-2016,37,2014,1977,0
Georgia,13,393,3342892,35-39,2012-2016,37,2014,1977,0
Hawaii,15,30,446521,35-39,2012-2016,37,2014,1977,0
Idaho,16,55,511070,35-39,2012-2016,37,2014,1977,0
Illinois,17,838,4172798,35-39,2012-2016,37,2014,1977,0
Indiana,18,353,2028477,35-39,2012-2016,37,2014,1977,0
Iowa,19,109,915617,35-39,2012-2016,37,2014,1977,0
Kansas,20,100,877284,35-39,2012-2016,37,2014,1977,0
Kentucky,21,561,1380612,35-39,2012-2016,37,2014,1977,0
Louisiana,22,171,1438841,35-39,2012-2016,37,2014,1977,0
Maine,23,128,366217,35-39,2012-2016,37,2014,1977,0
Maryland,24,519,1881828,35-39,2012-2016,37,2014,1977,0
Massachusetts,25,805,2034415,35-39,2012-2016,37,2014,1977,0
Michigan,26,654,2854397,35-39,2012-2016,37,2014,1977,0
Minnesota,27,179,1690754,35-39,2012-2016,37,2014,1977,0
Mississippi,28,76,916828,35-39,2012-2016,37,2014,1977,0
Missouri,29,456,1821375,35-39,2012-2016,37,2014,1977,0
Montana,30,34,295472,35-39,2012-2016,37,2014,1977,0
Nebraska,31,32,575814,35-39,2012-2016,37,2014,1977,0
Nevada,32,177,948303,35-39,2012-2016,37,2014,1977,0
New Hampshire,33,170,367549,35-39,2012-2016,37,2014,1977,0
New Jersey,34,461,2844104,35-39,2012-2016,37,2014,1977,0
New Mexico,35,228,615889,35-39,2012-2016,37,2014,1977,0
New York,36,1111,6209838,35-39,2012-2016,37,2014,1977,0
North Carolina,37,656,3152176,35-39,2012-2016,37,2014,1977,0
North Dakota,38,20,213806,35-39,2012-2016,37,2014,1977,0
